Template Use Case/Title,Applicable SOPs,Text,Last Updated
GSCI - Execute Ticket Transfers medium info false Use Cases : Warehouse updates,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. For the best assistance I will be moving this request to our Global Supplier Connections & Integrations team. Please be on the lookout for their follow-up both on this ticket and via email within a few hours. Please do not close this ticket until the issue is resolved with their team. For future _______ requests, please enter a ticket to Inventory following the below process. Submit a Ticket >Warehouse Management> Warehouse Update. Note: The Partner Home ticket identifier will change from AOPS- to GSCIEXE-. Best,",
GSCI - Warehouse DIY,Global Transfer Matrix SOP (DSC2S),"Hello Supplier Team, Thanks for reaching out about[ EDIT AS Required; adding / updating / deactivating] your warehouse] your warehouse location. We've recently launched a new Self-Service Warehouse experience that empowers you to manage your own warehouse locations directly. It's easy to use: simply navigate to Partner Home > Silhouette Icon > Warehouse Management > Manage Warehouses, or click here: https://partners.wayfair.com/d/warehouse-management You can find more information in this Help Center article: https://partners.wayfair.com/help/2/article/291 Please use this new self-service option to [EDIT AS Required; adding / updating / deactivating] your warehouse] through this new self-service option. Thanks again for reaching out. This ticket is now marked as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
GSCI - Operations Ticket Transfers medium info false Use Cases : Inventory questions Any issues with integration not able to be resolved by resending or rerouting the PO,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. For the best assistance I will be moving this request to our Global Supplier Connections & Integrations team. Please be on the lookout for their follow-up both on this ticket and via email within a few hours. Please do not close this ticket until the issue is resolved with their team. For future _______ requests, please enter a ticket to Inventory following the below process. Submit a Ticket >Inventory & EDI/API Connection> Select the ticket type that most closely matches your situation. Note: The Partner Home ticket identifier will change from AOPS- to GSCIOPS-. Best,",
Merch medium info false,Global Transfer Matrix SOP (DSC2S),"Original Normal Order : Hello [supplier name], Thank you for letting us know about the issue with the order quantities/part number. I can help resolve this. Because we are unable to make any changes to a PO once it has been submitted to your team, we have canceled this PO. To ensure that your items listing is correct, I will be transferring this ticket to our Merchandising team to help correct this issue. Note: The Partner Home ticket identifier will change from AOPS- to ENRICH-. Thank you, Part#/Listing is Incorrect : Hello [supplier name], Thank you for letting us know about the issue with the part number. I can help resolve this. Because we are unable to make any changes to a PO once it has been submitted to your team, we have canceled this PO. To ensure that your item&rsquo;s listing is correct, I will be transferring this ticket to our Merchandising team to help correct this issue. Note: The Partner Home ticket identifier will change from AOPS- to ENRICH-. Thank you, Original and B2B Order : Hello [supplier name], Thank you for letting us know about the issue with the order quantities/part number. I can help resolve this. Because we are unable to make any changes to a PO once it has been submitted to your team, we have canceled this PO. To ensure that your items listing is correct, I will be transferring this ticket to our Merchandising team to help correct this issue. Note: The Partner Home ticket identifier will change from AOPS- to ENRICH-. Thank you,",
Merchandising (ENRICH) Requesting Product Details medium info Use Case: If the supplier does not proactively provide the information that is missing or different from the current listing,PWAO - Fulfillment Blockers SOP (DSC2S) Supplier Self Service Updates Wrong Product Description on Site,"Hello [supplier name], Please provide the details that are missing/changed from the listing. If you would prefer you can review and update listings under the product section of the portal by selecting Update Product Details Thank you,",
"Merchandising (ENRICH) SKU Configuration - Consolidate SKUs medium info false Use Cases: SKU ABC123 is a black blender. SKU XYZ987 is the same exact blender but in green. We can consolidate these SKUs together by the IA approved Option Category of Color. Thus one SKU will have the black and the green color option for the blender Also, make sure to attach the appropriate template for the supplier to fill out, by downloading a copy and attaching a .csv: purple true link Ticket Template Consolidate Products Supplier https://docs.google.com/spreadsheets/d/1IQ1zvQFTAOEyIQJvOascMzhXubOqpPns/edit?usp=sharing&ouid=103248487716383556272&rtpof=true&sd=true Please reference the Industry Appendix (IA) prior to transferring to Enrichment to confirm our grouping standards by class. If products have been already grouped correctly (by IA standards) suppliers are unable to break them back out into their own SKUs/PDPs. We should not break out SKUs if they have been consolidated correctly according to the Industry Appendix. Here is an example of using the IA if a supplier is asking to consolidate/group their Nightstands: Fill out the Documentation Filters Open the joining standards, by selecting show more Note: The IA is an internal resource only",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . **IF NEEDED** Please fill out the attached template with the requested updates. Thank you,",
"Merchandising (ENRICH) SKU Configuration - Update Option Combos / Names medium info false Use Cases: (Update Option Category / Option Name ): SKU ABC123 has an Option Category = Color. One of the options is currently labeled as Blue but it should actually be labeled as Dark Blue (Update Part Number / Option Combination ): SKU ABC123 is currently associated to the Blue color option but it should be associated to the green color option. Also, make sure to attach the appropriate template for the supplier to fill out, by downloading a copy and attaching a .csv: purple true link Ticket Template Update Option Category Supplier https://docs.google.com/spreadsheets/d/1uP_AOJXUN-O73gyoLepa5999dPXhw7KR/edit?usp=sharing&ouid=103248487716383556272&rtpof=true&sd=true blue true link Ticket Template Update Option Name Supplier https://docs.google.com/spreadsheets/d/1IPHR5kRInqQ8CO4bP9afesUceL8f9HQo/edit?usp=sharing&ouid=103248487716383556272&rtpof=true&sd=true",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . . **IF NEEDED** Please fill out the attached template with the requested updates. Thank you,",
"Merchandising (ENRICH) SKU Configuration - Update Part Numbers medium info false Use Cases: SKU ABC123's supplier part number is PartNumber125 and is incorrect. The supplier part number needs to be updated to the correct value of PartNumber123 Also, make sure to attach the appropriate template for the supplier to fill out, by downloading a copy and attaching a .csv: purple true link Ticket Template Part Number Supplier https://docs.google.com/spreadsheets/d/1Nyh8G_SU0O2Mp8Yz6v_ulSA_nfmbq5ie/edit?usp=sharing&ouid=103248487716383556272&rtpof=true&sd=true",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . **IF NEEDED** Please fill out the attached template with the requested updates. Please provide the existing [part numbers / UPC] and new [part numbers / UPC] for the products that you would like to update **IF NEEDED** Our Enrichment team will take action on this request once we receive your template; please send the template back within the next week to ensure that the request does not get closed out. Thank you,",
"Merchandising (ENRICH) SKU Enrichment - Update Product Description medium info Use Cases: SKU ABC123 needs to have it's romance copy updated SKU ABC456 needs to have it's existing product dimension of Overall Width from 34"" to 36"" SKU ABC789 needs to have a new schema tag name and schema tag value added Also, make sure to attach the appropriate template for the supplier to fill out, by downloading a copy and attaching a .csv: https://docs.google.com/spreadsheets/d/1hEt3CwuSfJn1s881oFTWStfdIYMU8wCq/edit?usp=sharing&ouid=109653407224811006130&rtpof=true&sd=true",Problem with an Order (PWAO) SOP (DSC2S) NA > Supplier Self Service Updates Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . Please fill out the attached template with the requested updates. Thank you,",
"Merchandising (ENRICH) SKU Configuration - Update Product Quantity medium info false Use Cases: SKU ABC123 needs their MOQ changed from 1 to 2 IMPORTANT : Please also make sure this is updating the MOQ/FM/DSQ values of a standalone product , NOT a composite ! Follow the steps to transfer to KAC instead HSD KAC TRANSFER SOP + RLs Also, make sure to attach the appropriate template for the supplier to fill out, by downloading a copy and attaching a .csv: purple true link Ticket Template Set Quantity Supplier https://docs.google.com/spreadsheets/d/1tr882Pw2_bPDnarUF8eVbd_ILXj6yD9L/edit?usp=sharing&ouid=103248487716383556272&rtpof=true&sd=true",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . **IF NEEDED** On the sheet attached please complete the Wayfair SKU and updated values of MOQ, DSQ, or FM from the drop down. Thank you,",
"Merchandising (ENRICH) SKU Media - Add New Media - Img, PDFs, Docs, Vids medium info false Use Cases: SKU ABC123 needs additional a new product image or video added This should only be used for requests that cannot be actioned on via Media Management.",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home. **IF NEEDED** In order for our Enrichment team to best assist you, please be sure to follow up on this ticket with the following information: SKU (or Part Number) Image you&rsquo;d like to add If you have a similar issue in the future, please enter a Merch Enrichment ticket to notify our Enrichment team directly. Please see this article: https://partners.wayfair.com/help/2/article/2911 Thank you,",
"Merchandising (ENRICH) SKU Media - Fix Bad Data - Incorrect Swatches medium info false Use Cases: Supplier needs the swatches to show as a color swatch of an item versus the item in different colors, ""somethings wrong with my sample"" Sometimes, the Swatch tickets we send over will be transferred to the Samples and Swatches (SAM-) team for additional assistance!",Global Transfer Matrix SOP (DSC2S),"Hi Team, I will be assigning your request to our Enrichment team to resolve this for you. Please be on the lookout for their follow-up via email as well as ticket. NOTE: The ticket identifier will now be ENRICH-, and can now be found in Partner Home . **IF NEEDED** Please fill out the attached template with the requested updates. Thank you,",
Merch Compliance (MCOMPLY) Ticket Transfers,Global Transfer Matrix SOP (DSC2S),"Hi Team, Thank you for reaching out about the status of your products. For the best assistance with questions regarding compliance restrictions on products I will be transferring your request to our Merchandising Compliance Team. NOTE: The Partner Home ticket identifier will change from AOPS- to MCOMPLY-. Thank you,",
NA C2S Query (AOPS_Transfer),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"Hi {SU name}/Team, Thank you for reaching out with this order query. I will be moving this ticket to the Account Operations Team&rsquo;s queue to help address your request. They will follow up with you on this ticket within 8 business hours. Note: The Partner Home ticket identifier will change from POS- to AOPS-. Please leave this ticket open until your issue is resolved. Kind Regards,",
Non SU Facing Team Request Escalated medium info false Use Cases: To address when we escalate a review to Tier 2,Global Transfer Matrix SOP (DSC2S),"Hi [supplier name], Thank you for reaching out about this (enter issue details). I'm happy to help advise in this case. I have escalated this request to our Operations Service Specialists for review, as this request will need to be reviewed with additional partner teams in order to resolve this for you. Our Tier II specialist will be reaching out in a separate thread via email for you with more information. Please note that it may be 2-3 business days before you receive this follow up, but rest assured we'll be in touch with more information as soon as we're able to provide an update. If you have additional questions or concerns on additional POs, you're more than welcome to submit a new ticket to our team and we're happy to assist. Otherwise, I hope you have a great rest of your day! Best,",
RMT Final Update,Global Transfer Matrix SOP (DSC2S),"Hi [supplier team], Thanks for your patience while I worked with our Resolution Management Team to resolve this issue. (Provide specifics of action taken, i.e. resolution, new PO information as applicable, etc.) If you need additional assistance on this order, please feel free to reach back out and I am happy to assist. Otherwise, if I've addressed your needs for the time being, I hope you have a great rest of your day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
RMT Follow Up,Global Transfer Matrix SOP (DSC2S),"Hi [supplier name], Thank you for reaching out about this PO; I am happy to help advise on this for you today. This particular PO has been assigned to our Resolution Management Team for monitoring of fulfillment, as well to support our mutual customers needs if any arise. Because this order is managed by their team directly, I have requested follow up from them to process your request for (insert specific scenario). Their team is currently experiencing a slight backlog, though we expect to be able to provide an update on this within 3 business days. I'll be sure to follow back up here directly as soon as possible. If you have additional questions or concerns on this in the meantime, you're welcome to reach back out in this thread and I am happy to assist. Otherwise, I'll be in touch soon! Best,",
"SSD Ticket Transfers medium info false Use Cases : Account settings, issues",Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], Thank you for your request. I can guide you through the right process for this and get this concern to the right team. _________ requests are not handled through this ticket type but instead, by the Supplier Service Desk. I will be moving this ticket to the Supplier Service Desk&rsquo;s queue to help address your request. Please be on the lookout for their follow-up both on this ticket and via email within a few hours. Please do not close this ticket until the issue is resolved with their team. For future _________ requests, please reach out to the Supplier Service Desk directly at supplierservicedesk@wayfair.com Note: The Partner Home ticket identifier will change from AOPS- to DESK-. Thank you,",
NA Pre-Order Fraud (FRD) Transfer,Global Transfer Matrix SOP (DSC2S),"Add as an Internal Comment : Hi Fraud Team, Please review PO(XXX) as it has not passed a manual fraud check and PO transmission to the SU is delayed as a result. Once the fraud check has been updated, please transfer this ticket back to the AOPS Project under Supplier Request, and the Problem with an Order Request type. Thank you!",
Kits and Composites (KAC) Transfer,Global Transfer Matrix SOP (DSC2S),"Hello [supplier name], To ensure that your items listing is correct, I will be transferring this ticket to our Kits and Composites Team team to help correct this issue. Note: The Partner Home ticket identifier will change from AOPS- to KAC-. Thank you,",
magenta location EU Specific Incorrectly entered CPUD (Incorrect_CPUD),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for confirming the details regarding the failed collection, and I know this situation is frustrating. I am passing this over to our logistics team now to escalate and resolve with the carrier directly, and to book a new collection. Please follow this ticket for updates. If you should see this issue occur again in future, please delay the order(s) with the reason Carrier Pickup Delay as this will notify our logistics team directly of the issue. Kind regards,",
magenta location EU Specific Ongoing CPUD Investigation (Ongoing_CPUD),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for confirming the details regarding the failed collection. I know this situation is frustrating. I can see that there is already a ticket open to investigate this. Please follow ticket SC-XXXXX for feedback. If you have this issue in the future, please delay the order(s) with the reason Carrier Pickup Delay to notify our logistics team directly. Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Invalid CPUD - Label Printed after Cut-Off (CPUD_After_Cut-Off),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for confirming the details regarding the failed collection. I know this situation is frustrating. Please note that the label for this PO was printed after the cut-off time for same-day collection. This collection has been scheduled for today. You can find more information on carrier cut-off times here: https://partners.wayfair.com/help/2/article/368 . If you have this issue in the future, please delay the order(s) with the reason Carrier Pickup Delay to notify our logistics team directly. Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Invalid CPUD -Booked Email Needed (CPUD_Booking_Email),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for confirming the details regarding the failed collection. I know this situation is frustrating. Please attach the screenshot of your email to (CARRIER NAME) , where you requested the collection. Once received, I will escalate this issue with our logistics team to resolve with the carrier. If we do not receive a response within 12 hours, this ticket will be closed. If you have this issue in the future, please delay the order(s) with the reason Carrier Pickup Delay to notify our logistics team directly. Kind Regards,",
CPUD - Info Request (CPUD_Info_Request),Global Transfer Matrix SOP (DSC2S) Global Transfer Matrix SOP (DSC2S) - VCN,"To limit supplier frustration, ensure to adjust the template to only ask the questions where you cannot gather the details yourself. Hi {SU Name}/Team, Thank you for confirming the details regarding the failed collection. I know this situation is frustrating. I tried to call you on (supplier phone number) but could not reach you. We need a few details regarding the collection failure to resolve this for you. Please confirm the following: Affected Warehouse Address: (if supplier has more than one location) Was this a missed or partial collection? Was a collection arranged? (include based on carrier) Date of collection failure: Is the warehouse closed for lunch? Total number of parcels affected: Once confirmed, I will escalate this to our logistics team to arrange a new collection. If you have this issue in the future, please delay the order(s) with the reason Carrier Pickup Delay to notify our logistics team directly. Kind Regards,",
