Template Use Case/Title,Applicable SOPs,English Text,Mandarin Text,Last Updated
LP Return WSC >$/&euro;/&pound;500 and SP Return WSC >$/&euro;/&pound;50 (LP Return WSC > $500 & SP Return WSC >$50),Problem with an Order (PWAO) SOP (DSC2S) NA > Returns,"Hello [supplier name], Thank you for reaching out. Please move forward in shipping this package to our Florence, KY warehouse and bill Wayfair for the cost of shipping. Returns, Wayfair 5105 Renegade Way Florence, KY 41042 We understand your frustration about this return, and our finance team will be able to address it for you. You can dispute all Return credits on the Payment History page on Partner Home by selecting Submit a ticket > Finance & Accounting > Get Help with Payments From Wayfair > Deduction Dispute If you have any questions on this process, please review this help center article: https://partners.wayfair.com/help/2/article/2175 https://partners.wayfair.com/help/2/article/1935 I will be moving this ticket to the Finance Operations Team&rsquo;s queue to help address your request. Please be on the lookout for their follow-up on this ticket within 72 hours. Please do not close this ticket until the issue is resolved with their team. Note: The Partner Home ticket identifier will change from AOPS- to FINSAP-. Thank you,","尊敬的[supplier name]供应商团队，您好： 感谢您的联系。请将此包裹寄送至我们位于肯塔基州佛罗伦萨（Florence, KY）的仓库，并将运输费用由 Wayfair 承担。 Returns，Wayfair 5105 Renegade Way Florence, KY 41042 我们理解您对此次退货的不满，我们的财务团队将为您处理此事。 您可以在Partner Home的付款历史页面（Payment History），通过选择提交工单(Submit a ticket)>财务与会计(Finance & Accounting)>获取 Wayfair 付款帮助(Get Help with Payments From Wayfair)>扣款异议（Deduction Dispute)来对所有退货款项提出异议。 如果您对此流程有任何疑问，请参阅以下帮助中心文章： https://partners.wayfair.com/help/2/article/2175 https://partners.wayfair.com/help/2/article/1935 我会将此工单移至财务运营团队的队列，以便他们尽快处理您的请求。 请留意他们是否会在 72 小时内跟进此工单。在他们的团队解决问题之前，请不要关闭此工单。 注意：该 Partner Home 工单的前缀将从AOPS- 更改为 FINSAP-。 谢谢",
Return is not a Wayfair Item,Problem with an Order (PWAO) SOP (DSC2S) NA > Returns,"Hello [supplier name], Thank you for reaching out with this information. Please dispose/donate as you see fit. We understand your frustration about this return, and our finance team will be able to address it for you. You can dispute all return credits in Partner Home: Submit a Ticket > Finance and Accounting > Get Help with Payments from Wayfair and Deduction Dispute or Invoice Not Paid I will be moving this ticket to the Finance Operations Team&rsquo;s queue to help address your request. Please be on the lookout for their follow-up on this ticket within 72 hours. Please do not close this ticket until the issue is resolved with their team. For future dispute return requests, please enter a General Payment Inquiry ticket or enter a dispute. Note: The Partner Home ticket identifier will change from AOPS- to FINSAP-. Thank you,","尊敬的[supplier name]供应商团队，您好： 感谢您与我们联系并提供此信息。对于这批货物，请由您自行决定进行销毁或捐赠。 我们理解您对此次退货的不满，我们的财务团队将为您处理此事。您可以在Partner Home中对所有退货款项提出异议： 提交工单(Submit a ticket)>财务与会计(Finance & Accounting) > 获取 Wayfair 付款帮助、扣款争议或发票未付 我会将此工单移至财务运营团队的队列，以便他们处理您的请求。请留意他们在 72 小时内对此工单的跟进。在问题解决之前，请不要关闭此工单。 对于未来的退货争议请求，请提交""一般付款查询""工单或发起争议。 注意：该 Partner Home 工单标识符将从 AOPS- 更改为 FINSAP-。 谢谢！",
Dispute Return,Problem with an Order (PWAO) SOP (DSC2S) NA > Returns,"Hello [supplier name], Thank you for reaching out regarding this return. I can guide you through the right process for this and get this concern to the right team. We understand your frustration about this return, and our finance team will be able to address it for you. You can dispute all return credits in Partner Home by selecting Submit a ticket > Finance & Accounting > Get Help with Payments From Wayfair > Deduction Dispute I will be moving this ticket to the Finance Operations Team&rsquo;s queue to help address your request. Please be on the lookout for their response on this ticket within 72 hours. Please do not close this ticket until the issue is resolved with their team. Note: The Partner Home ticket identifier will change from AOPS- to FINSAP-. Thank you,",尊敬的[supplier name]供应商团队，您好： 感谢您就此次退货事宜与我们联系。我可以指导您完成正确的流程，并将您的问题转交给相关团队。我们理解您对此次退货的不满，我们的财务团队将竭诚为您解决问题。 您可以在Partner Home中对所有退货款项提出异议： 提交工单(Submit a ticket)>财务与会计(Finance & Accounting) > 获取 Wayfair 付款帮助(Get Help with Payments From Wayfair)>扣款异议（Deduction Dispute) 我会将此工单移至财务运营团队的队列，以便他们处理您的请求。请留意他们在 72 小时内对此工单的跟进。在问题解决之前，请不要关闭此工单。 注意：该 Partner Home 工单标识符将从 AOPS- 更改为 FINSAP-。 谢谢！,
Item Returned by Carrier - Replacement Needed,Problem with an Order (PWAO) SOP (DSC2S) NA > Returns,"Hello [supplier name], Thank you for reaching out regarding this matter. I apologize for the confusion around receiving this item back. I have processed a replacement to ensure our mutual customer receives their item in a timely manner. The new PO for this order is PO # (FILL IN THE BLANK). Should you need any further assistance please reopen this ticket so that we can address your concerns. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",尊敬的[supplier name]供应商团队，您好： 感谢您就此事与我们联系。对于您退货过程中遇到的问题，我们深表歉意。 为了确保我们的共同客户能够及时收到商品，我们已为您安排了补发。新的订单号为 PO # 。 谢谢！ 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
green location NA Specific SU Received Consumer Credits Email,Problem with an Order (PWAO) SOP (DSC2S) NA > Returns,"Hi Valued Supplier Team, I apologize for the frustration in receiving the emails to confirm cancellations have been received. There is a known error with these that our tech team has been looking into. These emails are from an old process that is no longer used. Currently if we do not show movement on return tracking or do not receive a return tracking number from the customer we do not process a return credit to the customer as the customer will contact us to provide the return tracking information. Updating the return expectations for customers negated the need for our vendor accounts to spend time responding to confirm returns have been received if we do not show movement on return tracking. The system shows these emails are off but we know some are occasionally generated to suppliers and the tech team has not yet determined why these are being sent or what is triggering them. No action is needed on any emails generated to you from customercredits@wayfair.com . I have reported your request as part of the ongoing issue. Please feel free to disregard any future emails from this email address. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Best,",尊敬的[supplier name]供应商团队，您好： 对于您在收到确认已收到退货的邮件时所产生的困扰，我深表歉意。目前系统确实存在一个已知错误，我们的技术团队也正在对此进行调查。这些邮件其实属于一套早已不再使用的旧流程。 目前，如果我们在退货物流没有显示任何进展，或者没有收到客户提供的退货运单号，我们将不会向客户处理退款。通过更新针对客户的退货预期，只要退货物流没有更新，我们就不再需要供应商特意花时间去回复并确认已收到退货。 系统显示这些邮件本应处于关闭状态，但我们知道偶尔还是会有一些邮件发送给供应商，技术团队尚未确定这些邮件的发送原因或触发机制。您无需对来自 customercredits@wayfair.com 的任何邮件采取任何行动。我已经将您的诉求作为此问题的后续处理事项之一上报。 请忽略来自此邮箱地址的任何后续邮件。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Item has been RTS (Item_RTS),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for letting us know that this order has been returned to you. Our Customer Service team will now get in touch with our customer and offer either a replacement or a refund. If a replacement is ordered, then you will receive a new PO number to reship this order. If a refund is processed, then there is no need for further action from you. Please allow op to 48 hours for an update to be seen on this order. Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您告知我们此订单已退回。 我们的客服团队将与客户取得联系，并提供补发或退款方案。 如果选择补发，您将收到一个新的订单号，用于重新发货。 如果选择退款，您无需采取任何进一步行动。请耐心等待 48 小时，以便查看订单状态更新。 谢谢！ 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Replacement Part Confirm Charges Request (RP_Charges),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out to clarify the replacement parts process. Replacement Parts are not covered in the Damage and Defect Allowance, and you should send these to the customer at your own expense. You can find more information on the Damage and Defect Allowance here: https://partners.wayfair.com/help/2/article/2722 . Please ship these parts by the must-ship-by date. If this PO is late for shipment, please delay it on Partner Home as per the guidance here: https://partners.wayfair.com/help/2/article/1440 Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们，了解补发配件的流程。 补发配件不在损坏和缺陷津贴赔偿范围内，您需要自行承担寄送给客户的费用。 您可以点击此处查看更多关于损坏和缺陷津贴的信息： https://partners.wayfair.com/help/2/article/2722。 请在规定的最晚发货日期前寄出这些配件。如果此订单的发货日期已过，请按照此处的指南在Partner Home上延迟发货： https://partners.wayfair.com/help/2/article/1440。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Replacement Parts Decision (RP_Decision),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out to clarify the replacement parts process. Our specialised customer service team reviews all available options with our mutual customers to ensure they provide the most suitable resolution. This customer has agreed that replacement parts are the best option for them. You can find more information on replacement parts here: https://partners.wayfair.com/help/2/article/2883 . Please ship these parts by the must-ship-by date. If this PO is late for shipment, please delay it on Partner Home as per the guidance here: https://partners.wayfair.com/help/2/article/1440 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们，了解补发配件的流程。 我们专业的客户服务团队会与客户一起审核所有可行的方案，以确保提供最合适的解决方案。这位客户已同意补发配件是最佳选择。 您可以点击此处查看更多关于补发配件的信息： https://partners.wayfair.com/help/2/article/2883。 请在规定的最晚发货日期前寄出这些配件。如果此订单的发货日期已过，请按照此处的指南在Partner Home上延迟发货： https://partners.wayfair.com/help/2/article/1440。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Replacement Parts - Part Information Needed,Problem with an Order (PWAO) SOP (DSC2S),"Hello [supplier name], Thank you for your request. _____________ requests are not handled through this ticket type but instead, by our Replacement Parts team. Go to Dropship Orders > Replacement Parts. Locate the part you are reviewing and select the hyperlink in the Tasks column. Click Need Support. Select either: Part Information Needed (PIN), or Replacement Part is Not a Resolution, depending on your requirement. Click ""Need Support"", select the appropriate reason. Important : You can only enter requests for more part information before the part has been confirmed. If you have already confirmed the replacement part, we expect you to ship the request. If the part is cancelled you may be liable for the cost of a whole unit replacement. You can refer to the following Help Center article on replacement part orders which has some helpful references, as well as the best ticket path to follow to address your needs: https://partners.wayfair.com/help/2/article/2883 Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Best,",,
Supplier Managed Returns (SMR),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out for clarification on our returns process. You are set up for Supplier Managed Returns, which means we will return all items to your chosen location, regardless of their condition. One exception is returns that would cross an international border, which are subject to the Wayfair Managed Returns program. You can view and edit your returns setup on Partner Home. Click the Person icon in the top right corner and select Returns Management. You can find more information on our Buyer's Remorse Returns Management Programs here: https://partners.wayfair.com/help/2/article/1547 . To review how we handle incidents as advised in your Damage and Defect Allowance (DDA), please see https://partners.wayfair.com/help/2/article/2722 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们咨询退货流程。 您已设置供应商自行管理的退货，这意味着无论商品状况如何，我们都会将所有商品退回至您选择的地点。 但跨境退货除外，此类退货需遵循 Wayfair 管理的退货计划。 您可以在Partner Home查看和编辑您的退货设置。点击右上角的人物图标，然后选择退货管理。 您可以在此处找到更多关于客户无理由退货管理的信息： https://partners.wayfair.com/help/2/article/1547。 如需了解我们如何根据您的损坏和缺陷津贴 (DDA) 条款处理此类事件，请访问 https://partners.wayfair.com/help/2/article/2722。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Wayfair Managed Returns (WMR),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out for clarification on our returns process. You are set up for Wayfair Managed Returns, which means we handle all returns and receive the returned products at our warehouses. We will work to resell and recover the cost of the returned items. You can view and edit your returns setup on Partner Home. Click the Person icon in the top right corner and select Returns Management. You can find more information on our Buyer's Remorse Returns Management Programs here: https://partners.wayfair.com/help/2/article/1547 . To review how we handle incidents as advised in your Damage and Defect Allowance (DDA), please see https://partners.wayfair.com/help/2/article/2722 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们咨询退货流程。 您已开通 Wayfair 管理的退货服务，这意味着我们将处理所有退货，并在我们的仓库接收退回的商品。我们将致力于重新销售这些商品，以此来收回退货成本。 您可以在Partner Home查看和编辑您的退货设置。点击右上角的人物图标，然后选择退货管理。 您可以在此处找到更多关于客户无理由退货管理的信息： https://partners.wayfair.com/help/2/article/1547。 如需了解我们如何根据您的损坏和缺陷津贴 (DDA) 条款处理此类事件，请访问 https://partners.wayfair.com/help/2/article/2722。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Received Return in Error (WMR_Return_Received),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for letting us know this was returned to you. I am sorry for any inconvenience caused. As you have opted for Wayfair Managed Returns, this order should have been sent to our warehouse. Please consider this an exception and, if possible, add the item back to your active stock for future orders. If the item does not pass quality checks, please enter an Accounting ticket to discuss any credit disputes or deductions with our Finance team. To review how we handle incidents as advised in your Damage and Defect Allowance (DDA), please see https://partners.wayfair.com/help/2/article/2722 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您告知我们商品已退回。对于由此造成的不便，我们深表歉意。 由于您选择了 Wayfair 管理的退货服务，该订单本应已发送至我们的仓库。请将本次情况视为例外情况，并尽可能将该商品重新添加到您的库存中，以便用于后续的订单。 如果该商品未通过质量检查，请提交会计（Accounting）工单，与我们的财务团队讨论任何扣款争议或扣款事宜。 如需了解我们如何根据您的损坏和缺陷津贴 (DDA) 条款处理此类事件，请访问 https://partners.wayfair.com/help/2/article/2722。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Querying Return Email (Return_Email),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out for clarification on this return. This email was sent to notify you that the customer has created a return for this order. You do not need to take any action or respond to this email. You can find more information on our Buyer's Remorse Returns Management Programs here: https://partners.wayfair.com/help/2/article/1547 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们咨询此次退货事宜。 发送此邮件旨在通知您：客户已为此订单创建了退货申请。您无需采取任何行动或回复此邮件。 您可以在此处找到更多关于客户无理由退货管理的信息： https://partners.wayfair.com/help/2/article/1547。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Querying Reason for Return (Return_Reason),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out for clarification on this return. The customer did not provide a specific reason for returning this item. We consider this to be due to Buyer's Remorse. You can find more information on our Buyer's Remorse Returns Management Programs here: https://partners.wayfair.com/help/2/article/1547 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们咨询此次退货事宜。 客户未提供具体的退货原因。我们将其视为客户无理由退货。 您可以在此处找到更多关于客户无理由退货管理的信息： https://partners.wayfair.com/help/2/article/1547。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Item has been RTS (RTS_Resolution_Actioned),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for letting us know that this order has been returned to you. Our Customer Service team has already processed a (REPLACEMENT/REFUND) for our customer. (The replacement PO number is PO NUMBER.) Please add the item back to your active stock for future orders. If this does not pass quality checks, please enter an Accounting ticket to discuss any credit disputes or deductions with our Finance team. To review how we handle incidents as advised in your Damage and Defect Allowance (DDA), please see https://partners.wayfair.com/help/2/article/2722 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您告知我们此订单已退回。 我们的客户服务团队已为客户处理了（补发/退款）。（补发的订单号为 PO NUMBER。） 请将此商品重新添加到您的库存中，以便用于后续的订单。如果该商品未通过质量检查，请提交会计（Accounting）工单，与我们的财务团队讨论任何扣款争议或扣款事宜。 如需了解我们如何根据您的损坏和缺陷津贴 (DDA) 条款处理此类事件，请访问 https://partners.wayfair.com/help/2/article/2722。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Requesting Return Tracking (Return_Tracking),Problem with an Order (PWAO) SOP (DSC2S),"Hi {SU Name}/Team, Thank you for reaching out regarding the return tracking. The parcel is being returned with ( CARRIER ), and the tracking number is ( TRACKING ). You can find more information on our Buyer's Remorse Returns Management Programs here: https://partners.wayfair.com/help/2/article/1547 . To review how we handle incidents as advised in your Damage and Defect Allowance (DDA), please see https://partners.wayfair.com/help/2/article/2722 . If you have questions about your invoices or deductions, please enter an Accounting ticket to discuss with our Finance team. Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",尊敬的[supplier name]供应商团队，您好： 感谢您就退货追踪信息事宜与我们联系。 包裹已由（CARRIER）承运，运单号为（TRACKING）。 您可以在此处找到更多关于客户无理由退货管理的信息： https://partners.wayfair.com/help/2/article/1547。 如需了解我们如何根据您的损坏和缺陷津贴 (DDA) 条款处理此类事件，请访问 https://partners.wayfair.com/help/2/article/2722。 如果您对发票或扣款有任何疑问，请提交会计（Accounting）工单，与我们的财务团队联系。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Replacement or Duplicate,Problem with an Order (PWAO) SOP (DSC2S) NA > Replacement PO Investigation,"Hello [supplier name], Thank you for reaching out about this PO. I apologize if this caused any confusion, but I am happy to help clarify. In this case PO # was replaced by PO # due to (include reason for replacement in the notes i.e. damage/defective/lost/wrong item) and is considered valid. It is not a duplicate PO. Replacement POs do receive payment as any new PO and if we seek credit, this will be done on the original PO. If you see a credit request for this PO, please respond to the credit request with a dispute. Please note for future instances, that any PO that has been issued by Wayfair is to be considered valid and the new PO will need to be processed. Photos are requested at the time customers report any issues. Please note that customers are not required to provide images. Please refer to the following help center article that will walk you through the Supplier Claims processes if necessary: https://partners.wayfair.com/help/2/article/2175 Thank you for your patience and understanding with Wayfair's replacement process. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",尊敬的[supplier name]供应商团队，您好： 感谢您就此订单 (PO) 联系我们。如果此前给您带来了任何困惑，我深表歉意，同时我很乐意今天为您进行解答。 在此情况下，由于（请在备注中注明更换原因，例如：损坏/缺陷/丢失/发错货），订单号 # 被替换为订单号 #，且该补发订单有效，并非重复订单。替换后的补发订单与任何新订单一样会收到付款，如果我们需要扣款，将针对原订单进行。如果您看到针对此订单的扣款，请回复该扣款并提出异议。 请注意，凡是由 Wayfair 下发的订单均视为有效，新的订单需要进行处理和履约。 我们会在客户报告任何问题时索要照片。请注意，平台并未强制要求客户必须提供图片。 如有需要，请参阅以下帮助中心文章，其中将指导您了解供应商索赔流程： https://partners.wayfair.com/help/2/article/2175 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
Replacement Part Fulfill with Full Unit,Problem with an Order (PWAO) SOP (DSC2S) NA > Replacement PO Investigation,"Hello [Supplier Name], Thank you for reaching out to ensure our mutual customer is taken care of. We are happy to assist you with this request. We have proceeded with canceling the replacement parts and have ordered a replacement unit. That new PO is [PO Number]. Please proceed with fulfilling this replacement. Please note that per our replacement part policy: When a replacement part is the best resolution to a customer&rsquo;s issue, Wayfair will submit a request to you to fulfill the replacement part. This will be at the sole expense of the supplier (i.e. both shipping the part, and the cost of the part itself). If the requested replacement part is not provided and a full replacement unit is shipped instead, you are responsible for the new unit&rsquo;s wholesale cost and associated shipping costs. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you, [Agent Name]",尊敬的[supplier name]供应商团队，您好： 感谢您联系我们，致力于为我们共同的客户提供妥善的服务。我们很乐意协助您处理这一请求。 我们已取消补发配件的订单，并订购了补发整件。新的订单号为[PO Number]。请尽快完成此次补发。 请注意，根据我们的补发配件政策：当补发配件是解决客户问题的最佳方案时，Wayfair 将向您提交补发配件的请求。所有费用（包括配件的运费和配件本身的成本）均由供应商承担。如果未能提供您要求的补发配件，而是直接寄送了整件，则您需要承担新商品的供货价和运输成本。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已得到解决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
green location NA Specific Supplier Requests Photos,Problem with an Order (PWAO) SOP (DSC2S) NA > Replacement PO Investigation,"Hello [supplier name], Thank you for reaching out. I'm happy to address this for you today. Photos are requested at the time customers report any issues. Please note that customers are not required to provide images. Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",尊敬的[supplier name]供应商团队，您好： 感谢您与我们联系。今天我很乐意为您解答这一问题。 我们会在客户反馈问题时索要照片。请注意，客户并非必须提供图片。 我们希望确保您的所有问题都能得到解决，如果此问题仍然存在，请随时在此工单中联系我们，我将很乐意为您提供进一步的帮助。如果目前您的问题已���到���决，祝您一切顺利！ 谢谢，顺颂商祺！ [Agent Name] 请分享您的反馈，帮助我们改进服务。稍后您将收到一封包含调查问卷的电子邮件，或者您也可以在Partner Home上对任何已关闭的工单提供反馈。我们非常重视与您的合作。,
