Template Use Case/Title,Applicable SOPs,Text,Last Updated
green location NA Specific Shipping on Own Labels (FedEx Canada),Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this label. I understand the frustration this may have caused and want to improve your experience. I identified the error and it has been reported to engineering. We can help you find the process to resolve this. I apologize for the error in the system that has disabled the label for this order. Please print a label using FedEx.com , using these steps: 1. Reference the PO# in the reference field. 2. To ship on Wayfair's account select: bill 3rd party. Billing Address: 6600 Goreway Dr Mississauga, ON L4V1S6 Account Number: 248462845 For assistance creating labels using Fedex.com , please call your local FedEx Representative. We were unable to directly resolve this issue, but we do have a guide that will help you create your own label: https://partners.wayfair.com/help/2/article/307 We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific UCC Label Not Needed LTL shipment direct to customer,Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this error. I understand the confusion this may have caused. As this PO is going directly to the customer and not to a Delivery Agent, no UCC-128 label is necessary. Please create a label with the destination address and Wayfair's PO number to affix to the package(s). This does not have to be a laser-printed label, you may print it on a piece of paper. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific SU PH# Missing,[ Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN NA > Common Label Print Errors,"Hi [Supplier Name], Thank you for reaching out about this label printing query. I am happy to help direct in resolving this today. This document had failed due to no phone number being assigned to your warehouse. To correct this please submit a ticket via Partner Home under Warehouse Management >> Warehouse Update to make any necessary updates to your warehouse. Once the update is complete you can register the PO successfully. Please ship this PO in accordance with its must-ship-by date. Should this PO be late for shipment please delay it on Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 . Thanks again for reaching out. This ticket is now marked as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you, [Agent Name]",
green location NA Specific Warehouse Address Invalid,[ Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN NA > Common Label Print Errors,"Hello [Supplier Name], Thank you for reaching out regarding this label. I understand the frustration this may have caused and want to improve your experience. I identified the error and I can help you through the process to resolve it. After reviewing the order, the label is not generating because the address to your warehouse is invalid. To correct this please submit a ticket via Partner Home under Warehouse Management >> Warehouse Update to make any necessary updates to your warehouse. Once the update is complete you can register the PO successfully. This was an internal error that required review, but we do have several guides that allow you to resolve many issues directly: https://partners.wayfair.com/help/2/article/291 https://partners.wayfair.com/help/2/article/2949 We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you, [Agent Name]",
green location NA Specific Ongoing tech issue - Large Parcel,[ Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN NA > Common Label Print Errors,"Hello [supplier name], Thank you for reaching out regarding this label. I understand the frustration this may have caused and want to improve your experience. I identified the error and it has been reported to engineering. We can help you find the process to resolve this. I apologize for the error in the system that has disabled the label for this order. We request that you enter an order delay for 2 weeks for this shipment with the reason being ""Wayfair Requested Delay"" while we wait for Engineering to solve the tech issue. We will proceed with keeping this ticket open and attempting to generate the labels for you on a recurring basis. We understand that the ongoing tech issues can be very frustrating and appreciate your patience and understanding in this matter. I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific Error Isn&rsquo;t Showing,Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this label. I understand the frustration this may have caused and I can help. The documents are now printing and registering correctly and are available on Partner Home. For your convenience, I have attached the shipping documents to this ticket. Please note that you must be logged into Partner Home in order to view and download the label I have attached via this ticket. If you are still unable to download the labels, please clear your downloads folder, clear your web browser's cache and cookies, and please check to make sure your pop-up blockers are disabled. Please also reference the following Help Center article for additional information about the Dropship Orders tool: https://partners.wayfair.com/help/2/article/2949 We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific Wrong Ship from Address Supplier is reporting the label shows the wrong ship from address Suppliers can toggle the ship from address via Dropship Orders > Order Drawer> Ship From Warehouse Supplier wants the PO rerouted,Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out about rerouting this PO. I can help you through the process to resolve this. Orders are automatically routed based on inventory availability. Replacements will be sent to the same warehouse as the original. Our system does allow for you to select the warehouse an order will be shipping from when going through Partner Home when registering the order without a new PO. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific LTL Address Change Inquiry,Template is not currently referenced within any SOPs,"Hi (Supplier Team), Thank you for reaching out. I can understand the confusion on the address change. Please note items shipping with Wayfair Network Carriers will generally not reflect a changed ship to address. As long as the customer address visible in dropship orders reflects the updated customer address the address change has been processed. This PO is shipping to the customer via a Wayfair pool point. The request has been automatically confirmed, as our team will handle any necessary address updates for LTL orders. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific Ship from Return Address Supplier is reporting the label shows the wrong ship from address The label is populating with their return address,Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this label. I understand the frustration this may have caused and I can help. To reprint this label, click into the PO on Dropship Orders and use the 'Print Documents' function. For your convenience, I have attached the shipping documents to this ticket. Please note that you must be logged into Partner Home in order to view and download the label I have attached via this ticket. The address generated on the label is your return address. As this is a small parcel shipment, the label will generate with the return address in case the order is returned to sender. You will still be able to ship this PO using the provided label. Please also reference the following Help Center article for additional information about the Dropship Orders tool: https://partners.wayfair.com/help/2/article/307 https://partners.wayfair.com/help/2/article/2949 We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
"green location NA Specific The supplier entered the wrong ticket Sometimes the supplier will use this ticket type to report other errors that don&rsquo;t have anything to do with generating shipping labels. When this happens, work the issue as best you can and coach the supplier on the correct ticket type to use going forward. Select the most relevant template from the template list",Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this order. I have reviewed the PO. I don't see any technical issue or error preventing the shipping label(s) from being generated. Please ensure that pop-up blockers are disabled and move forward in registering the order to generate the necessary documents to process and ship this order. For step by step instruction on registering the order, please utilize this link: https://partners.wayfair.com/help/2/article/585 For future (issue type) issues, please enter the (list correct ticket) ticket. We want to make sure all your concerns are heard, so if this issue persists, please feel free to reach back out in this thread, and I will be happy to further assist. Otherwise, if I've resolved your concerns for the time being, I hope you have a great day! Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
green location NA Specific Tech Error Reported,Template is not currently referenced within any SOPs,"Hello [supplier name], Thank you for reaching out regarding this issue. I understand the frustration this may have caused and want to improve your experience. I identified the error and it has been reported to Engineering. I apologize for the error in the system that has impacted your ability to fulfill this PO as expected. We request that you enter an order delay for 2 weeks for this shipment with the reason being ""Wayfair Requested Delay"" while we wait for Engineering to solve the tech issue. We will be closing this ticket for the time being and will provide an additional update once further information has been provided by our Engineering Team. We do understand that the ongoing tech issues can be very frustrating and appreciate your patience and understanding in this matter. If you require additional assistance, please don't hesitate to reach out and we will be more than happy to help. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Thank you,",
"magenta location EU Specific Issue resolved, label printed (Label_Resolved)",Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query. Please find the document attached to this ticket. This document had failed due to XXX. If you need to edit the label count, follow the process outlined here: https://partners.wayfair.com/help/2/article/2463 . Please ship this PO in accordance with its must-ship-by date. Should this PO be late for shipment please delay it on Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 Thanks again for reaching out. This ticket is now marked as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Ongoing Tech Issue (Ongoing_Tech_Issue),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query. After reviewing the PO, we can see the label failed due to a technical error. Our engineers are working on this and aim to resolve the issue as soon as possible. We will keep this ticket open to share updates on the resolution. For now, please delay this order if necessary in Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 . Kind Regards,",
magenta location EU Specific SU already printed label (SU_Already_Printed_Label),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query. We can see the label has already been generated by your team. To reprint the label, navigate to the Customer Orders > Dropship Orders tab. Select the PO and use the 'Print Documents' function. If you need to edit the label count, follow the process outlined here: https://partners.wayfair.com/help/2/article/2463 . Please ship this PO in accordance with its must ship by date. Should this PO be late for shipment please delay it on Partner Home. Note you can troubleshoot some label printing issues yourself. Your Label troubleshooting guide can be found here: https://partners.wayfair.com/help/2/article/2949 . Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific SU wants additional labels (additional_labels),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label query. Please find the label document attached to this ticket. Please be informed that you can change the number of boxes/labels at any time in the Dropship Orders . To do so you can follow the steps below: Log into Partner Home. Navigate to Customer Orders > Dropship Orders. Enter the PO Number in the search field and click the Search button. Click on the PO Number. Select Print Documents which will open a new window. Select Edit Shipping Details. Change the carton count and select Done Editing. Generate the shipping documents to save updates. If the carton count for this item needs to be changed for future orders, please update the carton count via Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/2949 . Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific PO has already shipped and no label needed anymore (PO_Shipped_No_Label_Needed),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for getting in touch with us about this label query. I can see this PO is showing carrier scans as it has shipped. Therefore, no new shipping label is needed. Note you can troubleshoot some label printing issues yourself. Your Label troubleshooting guide can be found here: https://partners.wayfair.com/help/2/article/2949 . Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific DPD commercial invoice no longer needed (DPD_Commercial_Invoice_Not_Required),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for getting in touch with us about this commercial invoice query. I am sorry that this has caused problems for you. DPD no longer requires physical commercial invoices for shipping orders from EU countries into the UK post Brexit. Commercial invoice details will be transmitted electronically, please continue with printing and shipping with the Wayfair generated shipping labels only. Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Manifest cannot be generated (Manifest_Cannot_Be_Generated),,"Hi {SU Name}/Team, Thanks so much for reaching out about this manifest request. As these PO labels were printed for a pickup on (DAY), they can't be added to today's manifest. Instead, I am sending you a manual template that you can fill out by yourself. This is a unique-event document. You will need to also add this ticket number (POS-XXX) to the document so we can investigate using it as proof if there is any issue with the collection. Please ship this PO in accordance with its must-ship-by date. Should this PO be late for shipment please delay it on Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 Thanks again for reaching out. This ticket is now marked as complete. If you do need further support with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Tech Issue Follow-up (1) (Tech_Issue_Follow-up_(1)),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query. After reviewing the PO, I can see the label failed due to a technical error. Our engineers are working on this and aim to resolve the issue as soon as possible. I apologise for the inconvenience caused to you. For now, please delay this order if necessary in Partner Home using ""Wayfair Requested Delay"" as reason. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 We will keep this ticket open to share updates on the resolution. Thank you again for your patience Kind Regards,",
magenta location EU Specific Tech Issue Follow-up (2) (Tech_Issue_Follow-up_(2)),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, I hope you are well. Thank you very much for your patience with this technical label error. I have tried to reprint the labels but unfortunately the problem is unresolved. Please be assured that our engineers are working on this issue as a priority and aim to resolve the problem as soon as possible. I will keep this ticket open to share updates on the resolution. Thank you again for your patience and I sincerely apologise for the inconvenience. Kind regards,",
magenta location EU Specific Tech Issue Follow-up (3) (Tech_Issue_Follow-up_(3)),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, I hope you are well. Once again, I sincerely apologise for the inconvenience this label error is causing you, our engineers are working hard to resolve it. We are taking this incident very seriously and are doing a full analysis on this issue, the root cause, the impact, and how to prevent this from happening again. I will contact you by tomorrow to update you on the status of [the problem]. If you have further questions, please do not hesitate to reach out. I&rsquo;m happy to help in any way that I can! Kind regards,",
magenta location EU Specific Tech Issue Follow-up (4) (Tech_Issue_Follow-up_(4)),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, We&rsquo;re so sorry about the issues you&rsquo;re having with [....]. We know how frustrating it is when technical issues prevent you from getting your work done. This error was caused by a technical issue on our side. Our engineers are actively trying to minimise the possibility of this happening again. We will provide you with the label as soon as possible. Please delay affected orders in Partner Home using ""Wayfair Requested Delay"" as reason. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 Thank you for your patience and understanding. As always, if you have any questions or issues, please let us know. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind regards,",
magenta location EU Specific PO Cancelled Label Failure (Cancelled_Label_Failure),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for getting in touch with us about this label printing query. The customer has cancelled this PO, which is why you cannot generate labels for this order. I understand it can be frustrating when an order is cancelled. If you want to know more about order cancellations and avoiding cancellations where possible, our Partner Home Help Center offers this resource: https://partners.wayfair.com/help/2/article/2569 Thanks again for reaching out. This ticket is now marked as complete. If you need any more help with this issue, please add a comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Replacement Part Labels (did not confirm the part) (RPO_Labels_Not_Confirmed),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query for the replacement part. Please find the document attached to this ticket. This document failed as the part was not confirmed in Partner Home. To print the labels, you must confirm the part by going to Customer Orders > Dropship > Replacement Parts. Select the specific part to open the shipment confirmation window. You can then choose the correct shipping date and confirm the part. You can find instructions for processing replacement part orders here: https://partners.wayfair.com/help/2/article/2883 Please ship this replacement part by its must-ship-by date. Should this replacement part be late for shipment, please delay it on Partner Home. Please find the instructions on how to do so here: https://partners.wayfair.com/help/2/article/1440 . Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Replacement Part Labels (lack of weight) (RPO_Labels_No_Weight),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {SU Name}/Team, Thank you for reaching out about this label printing query for the replacement part. Please find the document attached to this ticket. We had to add an estimated weight to the replacement part to print the label. If the weight is incorrect, please change it in Partner Home and reprint the label. To do so, navigate to the Customer Orders > Dropship Orders tab. Select the PO and use the 'Print Documents' function. You can find instructions for processing replacement part orders here: https://partners.wayfair.com/help/2/article/2883 Please ship this replacement part by its must-ship-by date. Should this be late for shipment, please delay it on Partner Home. Instructions are included here: https://partners.wayfair.com/help/2/article/1440 Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Pending Cancellation (Labels_Pending_Cancellation),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {NAME}/Team, Thank you for reaching out about this label printing query. You cannot print the label as the customer has requested a cancellation. Please accept the cancellation in Order Alerts > Pending Cancellations. You can find instructions for managing cancellations here: https://partners.wayfair.com/help/2/article/2569 Thanks again for reaching out. I am marking this ticket as complete. If you need further support with this issue, please comment to re-open. Help us improve by sharing your feedback. You will receive an email shortly with a survey, or you can provide feedback on any closed tickets in Partner Home. We sincerely value your partnership. Kind Regards,",
magenta location EU Specific Escalating for In House Support (Escalating_In_House),Cannot Print a BOL / Packing Slip or Shipping Label SOP (DSC2S) - VCN,"Hi {NAME}/Team, Thank you for reaching out about this label printing query. I am reviewing this and will provide an update as soon as possible. This ticket will remain open to provide the next steps. We appreciate your patience and understanding. Kind Regards,",
